series_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,11,BRA,Brazil,Mateus Isaac,BRAMI1,,178,131
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,12,CHN,"China, PR",Jingye Huang,CHNJH4,,192,142
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,13,USA,United States of America,Makani Andrews,USAMA98,,197,145
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,14,NED,Netherlands,Kiran Badloe,NEDKB8,,228,155
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,15,NZL,New Zealand,Josh Armit,NZLJA7,,212,165
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,16,ESP,Spain,Bernat Tomas Cardell,ESPBT4,,240,167
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,17,GBR,Great Britain,Finn Hawkins,GBRFH10,,246,182
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,18,ESP,Spain,Nacho Baltasar Summers,ESPNS15,,253,187
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,19,DEN,Denmark,Rasmus Blakskjær,DENRB7,,264,200
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,20,NED,Netherlands,Luuc van Opzeeland,NEDAV51,,281,207
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,21,ISR,Israel,Yoav Cohen,ISRYC2,,272,213
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,22,HKG,"Hong Kong, China",Ching Yin Cheng,HKGCC8,,286,223
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,23,LTU,Lithuania,Rytis Jasiunas,LTURJ1,,281,226
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,24,SWE,Sweden,Vidar Nystrom,SWEVN1,,331,266
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,25,JPN,Japan,Kensei Ikeda,JPNKI31,,319,266
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,26,CAN,Canada,Valentino  Blewett,CANVB4,,327,274
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,27,ISR,Israel,Tomer Vardimon,ISRTV1,,343,285
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,28,ISR,Israel,Tom Reuveny,ISRTR3,,360,294
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,29,USA,United States of America,Garrett January,USAGJ23,,373,299
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,30,NZL,New Zealand,Blake Hinsley,NZLBH11,,415,347
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,31,DOM,Dominican Republic,Samuel Perez,DOMSP1,,421,359
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,32,USA,United States of America,Xavier Ferlet,GBRXF1,,457,383
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,33,CAN,Canada,Arie Moffat,CANAM41,,471,401
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,34,EGY,Egypt,Mohamed Elsafty,EGYME2,,495,421
Long Beach Olympic Classes Regatta,IQFOiL Men,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,35,USA,United States of America,Miles Sousana,USAMS438,,517,443
