series_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,11,ARG,Argentina,Maria Catalina Turienzo,ARGMT16,,183,132
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,12,TUR,Türkiye,Derin Atakan,TURDA14,,189,133
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,13,CHN,"China, PR",Meijing Xiao,CHNMX6,,201.8,135.8
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,14,ISR,Israel,Maya Ashkenazi,ISRMA9,,190,141
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,15,ISR,Israel,Gal Zukerman,ISRGZ3,,208.3,160.3
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,16,GBR,Great Britain,Ella Geiger,GBREG23,,237,182
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,17,GBR,Great Britain,Katie Dabson,GBRKD19,,248,186
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,18,NZL,New Zealand,Lucy Bilger,NZLLB5,,257,193
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,19,CAN,Canada,Emily Bugeja,CANEB20,,299,234
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,20,FRA,France,Lysa Caval,FRALC65,,313,238
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,21,USA,United States of America,Molly OBrien,USAMO61,,326,255
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,22,CAN,Canada,Marie-Eve Mayrand,CANMM55,,337,267
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,23,CAN,Canada,Claire Ramsey,CANCR24,,337,268
Long Beach Olympic Classes Regatta,Formula Kite Women,Long Beach Olympic Classes Regatta,USA202507QP4,2026-07-13,2026-07-16,"Alamitos Bay YC, Long Beach, CA, United States of America",https://sailing.org/regatta/long-beach-olympic-classes-regatta?ref=USA202507QP4,24,CAN,Canada,Martyna Dakowicz,CANMD36,,388,313
