series_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
San Pedro Olympic Classes Regatta,Nacra 17 Mixed,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,12,BEL,Belgium,Lucas Claeyssens / Eline Verstraelen,BELLC2 / BELEV11,,189,170
San Pedro Olympic Classes Regatta,Nacra 17 Mixed,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,13,SWE,Sweden,Ida Svensson / Marcus Dackhammar,SWEMD2 / SWEIS4,,196,174
San Pedro Olympic Classes Regatta,Nacra 17 Mixed,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,14,USA,United States of America,Riley Gibbs / Kay Brunsvold,USAKB152 / USARG113,,195,174
San Pedro Olympic Classes Regatta,Nacra 17 Mixed,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,15,AUS,Australia,Jake Liddell / Niamh Meehan,AUSJL33 / AUSNM24,,199,180
San Pedro Olympic Classes Regatta,Nacra 17 Mixed,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,16,NED,Netherlands,Bjarne Bouwer / Jorien Hin,NEDBB21 / NEDJH56,,208,186
San Pedro Olympic Classes Regatta,Nacra 17 Mixed,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,17,AUT,Austria,Lukas Haberl / Clara-Sofia Stamminger--Almeida Machado de Moura,AUTLH5 / AUTCS25,,219,197
San Pedro Olympic Classes Regatta,Nacra 17 Mixed,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,18,USA,United States of America,Sarah Newberry Moore / Hoel Menard,USAHM62 / USASN15,,237,218
San Pedro Olympic Classes Regatta,Nacra 17 Mixed,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,19,USA,United States of America,Stephan Baker / Sophia Fisher,USASF90 / USASB176,,271,249
San Pedro Olympic Classes Regatta,Nacra 17 Mixed,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,20,CAN,Canada,Galen Richardson / Madeline Gillis,CANGR4 / CANMG39,,284,262
San Pedro Olympic Classes Regatta,Nacra 17 Mixed,San Pedro Olympic Classes Regatta,USA2025077IV,2026-07-20,2026-08-08,"San Pedro, CA, United States of America",https://sailing.org/regatta/san-pedro-olympic-classes-regatta?ref=USA2025077IV,21,USA,United States of America,Carson Crain / Catherine Lindsay,USACL102 / USACC106,,285,263
